from_vertex_id;to_vertex_id;one_way;weight;geom
10585;10586;FT;16.290306;LINESTRING(37.585674 55.758707,37.585534 55.758740,37.585434 55.758764)
16536;16534;FT;24.956405;LINESTRING(37.571984 55.764959,37.571998 55.765119,37.572014 55.765183)
422;423;FT;21.570126;LINESTRING(37.637993 55.765383,37.637962 55.765397,37.637719 55.765501)
1633;18305;FT;70.924377;LINESTRING(37.652153 55.740370,37.651964 55.740233,37.651448 55.739871)
6115;6116;FT;68.030335;LINESTRING(37.616199 55.739806,37.616102 55.739658,37.615816 55.739234)
6115;13657;FT;24.688172;LINESTRING(37.616199 55.739806,37.616102 55.739658,37.615996 55.739683)
23922;3136;FT;11.577191;LINESTRING(37.590679 55.773198,37.590626 55.773158,37.590557 55.773120)
9839;9840;FT;6.631480;LINESTRING(37.595364 55.737989,37.595372 55.738024,37.595376 55.738048)
23061;23053;FT;18.985555;LINESTRING(37.586233 55.768904,37.586196 55.768937,37.586065 55.769046)
9147;9148;FT;13.276569;LINESTRING(37.574942 55.753308,37.574837 55.753270,37.574761 55.753245)
20688;20689;FT;10.874536;LINESTRING(37.620140 55.746351,37.620096 55.746392,37.620034 55.746428)
25513;25514;FT;5.377645;LINESTRING(37.603184 55.744294,37.603169 55.744315,37.603155 55.744340)
19765;19766;FT;40.343936;LINESTRING(37.664310 55.732938,37.663860 55.733154,37.663821 55.733174)
621;623;FT;11.793659;LINESTRING(37.659772 55.743904,37.659706 55.743865,37.659666 55.743818)
20594;20596;FT;30.722532;LINESTRING(37.698470 55.762820,37.698390 55.762753,37.698193 55.762592)
1359;1360;FT;48.146954;LINESTRING(37.622389 55.763773,37.621743 55.763768,37.621620 55.763767)
5456;5454;FT;6.104901;LINESTRING(37.590208 55.750972,37.590228 55.750933,37.590235 55.750920)
16874;6024;FT;22.192026;LINESTRING(37.652035 55.740561,37.651807 55.740505,37.651720 55.740539)
16874;25286;FT;18.857988;LINESTRING(37.652035 55.740561,37.651807 55.740505,37.651762 55.740489)
20457;20459;FT;35.607562;LINESTRING(37.679612 55.768044,37.679584 55.768192,37.679549 55.768362)
7018;7019;FT;70.164337;LINESTRING(37.660036 55.739598,37.660381 55.739936,37.660595 55.740145)
8015;8013;FT;18.814345;LINESTRING(37.650914 55.742420,37.651079 55.742457,37.651194 55.742482)
20576;20578;FT;50.576312;LINESTRING(37.692300 55.738884,37.691910 55.739018,37.691610 55.739121)
12582;12583;FT;5.827783;LINESTRING(37.669970 55.747018,37.669908 55.747034,37.669883 55.747036)
25311;25312;FT;18.973349;LINESTRING(37.625859 55.773788,37.625687 55.773797,37.625557 55.773787)
21610;21612;FT;8.030831;LINESTRING(37.567380 55.757080,37.567474 55.757076,37.567508 55.757075)
19035;19037;FT;15.632005;LINESTRING(37.581374 55.749503,37.581555 55.749496,37.581623 55.749494)
135;136;FT;34.223977;LINESTRING(37.597085 55.772474,37.597279 55.772358,37.597460 55.772249)
17149;17147;FT;16.129988;LINESTRING(37.634855 55.737701,37.634882 55.737665,37.634963 55.737569)
10789;10790;FT;4.767702;LINESTRING(37.601259 55.752843,37.601272 55.752829,37.601281 55.752802)
14494;14492;FT;3.331576;LINESTRING(37.620969 55.764620,37.620972 55.764627,37.620979 55.764649)
9261;9262;FT;4.050844;LINESTRING(37.567290 55.758875,37.567301 55.758873,37.567351 55.758863)
22274;22272;FT;18.862099;LINESTRING(37.661951 55.733405,37.661974 55.733355,37.662027 55.733241)
18392;18393;FT;37.906407;LINESTRING(37.583152 55.752663,37.582693 55.752661,37.582547 55.752661)
23398;190;FT;29.771452;LINESTRING(37.650115 55.768872,37.650149 55.768934,37.650309 55.769116)
6051;6052;FT;11.264021;LINESTRING(37.658535 55.731189,37.658525 55.731143,37.658499 55.731090)
12154;12156;FT;38.055286;LINESTRING(37.608568 55.755702,37.608553 55.755706,37.608044 55.755876)
22453;22454;FT;18.435866;LINESTRING(37.622890 55.730507,37.623010 55.730443,37.623104 55.730393)
24485;24483;FT;7.080022;LINESTRING(37.628761 55.759868,37.628789 55.759856,37.628866 55.759851)
15360;15361;FT;2.429021;LINESTRING(37.591274 55.753148,37.591252 55.753147,37.591235 55.753147)
9509;9510;FT;7.927795;LINESTRING(37.574973 55.738845,37.575046 55.738824,37.575087 55.738813)
19778;19779;FT;16.061783;LINESTRING(37.660752 55.735433,37.660709 55.735472,37.660613 55.735554)
21063;16481;FT;13.184806;LINESTRING(37.612760 55.769070,37.612791 55.769027,37.612840 55.768960)
25134;25135;FT;3.445847;LINESTRING(37.614719 55.742051,37.614704 55.742032,37.614702 55.742022)
17644;17645;FT;12.280882;LINESTRING(37.625843 55.773623,37.625771 55.773628,37.625648 55.773637)
9552;9553;FT;37.014470;LINESTRING(37.641634 55.768873,37.642009 55.769081,37.642053 55.769108)
6578;6579;FT;13.103066;LINESTRING(37.597059 55.765588,37.597096 55.765604,37.597228 55.765658)
18661;18659;FT;28.947846;LINESTRING(37.633822 55.729846,37.633478 55.729810,37.633367 55.729798)
13197;13198;FT;52.855356;LINESTRING(37.683806 55.774547,37.683942 55.774468,37.684289 55.774160)
4759;4761;FT;11.818453;LINESTRING(37.625506 55.732732,37.625511 55.732769,37.625521 55.732838)
14748;14749;FT;23.204054;LINESTRING(37.609696 55.730785,37.609606 55.730813,37.609375 55.730888)
16018;16016;FT;46.012974;LINESTRING(37.582841 55.746829,37.583029 55.746879,37.583505 55.747007)
9855;9856;FT;10.187324;LINESTRING(37.595045 55.737241,37.595035 55.737191,37.595024 55.737150)
4783;4785;FT;48.132333;LINESTRING(37.625579 55.735491,37.625584 55.735604,37.625600 55.735924)
24594;21330;FT;30.842747;LINESTRING(37.585218 55.757955,37.585273 55.757948,37.585638 55.757814)
14662;25555;FT;23.498816;LINESTRING(37.606308 55.742788,37.606128 55.742857,37.605998 55.742907)
13275;13276;FT;4.157418;LINESTRING(37.685495 55.760725,37.685471 55.760714,37.685436 55.760710)
789;790;FT;15.360211;LINESTRING(37.631315 55.766826,37.631259 55.766821,37.631073 55.766803)
10527;10525;FT;26.176239;LINESTRING(37.579579 55.758647,37.579617 55.758623,37.579958 55.758556)
10610;10611;FT;90.238892;LINESTRING(37.693422 55.759365,37.692974 55.759523,37.692205 55.759800)
24041;24042;FT;10.371462;LINESTRING(37.644189 55.750791,37.644247 55.750783,37.644350 55.750770)
2814;2815;FT;27.214369;LINESTRING(37.611933 55.765168,37.611866 55.765140,37.611584 55.765022)
24032;24033;FT;5.140412;LINESTRING(37.642798 55.750635,37.642784 55.750631,37.642726 55.750612)
387;385;FT;31.141044;LINESTRING(37.607428 55.776143,37.607465 55.776073,37.607567 55.775874)
18222;18224;FT;24.908521;LINESTRING(37.594222 55.758180,37.594355 55.758164,37.594611 55.758133)
13655;13653;FT;2.575661;LINESTRING(37.615872 55.739712,37.615852 55.739716,37.615837 55.739724)
7940;7941;FT;22.310363;LINESTRING(37.589781 55.732160,37.589721 55.732187,37.589499 55.732283)
23949;20783;FT;8.601253;LINESTRING(37.642518 55.750340,37.642588 55.750380,37.642613 55.750365)
23949;23703;FT;12.722306;LINESTRING(37.642518 55.750340,37.642588 55.750380,37.642662 55.750420)
6678;6679;FT;10.860690;LINESTRING(37.594125 55.756818,37.594155 55.756853,37.594212 55.756902)
3363;3364;FT;30.333284;LINESTRING(37.640647 55.760851,37.640225 55.760756,37.640199 55.760748)
20939;20940;FT;17.084169;LINESTRING(37.679661 55.749701,37.679681 55.749749,37.679718 55.749851)
13563;13564;FT;34.304037;LINESTRING(37.628694 55.748710,37.628311 55.748735,37.628149 55.748742)
19989;19990;FT;16.783936;LINESTRING(37.624950 55.741348,37.624946 55.741333,37.624918 55.741198)
17715;17716;FT;50.950264;LINESTRING(37.593903 55.768034,37.594038 55.768125,37.594438 55.768379)
24195;4185;FT;7.758008;LINESTRING(37.658821 55.764924,37.658849 55.764896,37.658906 55.764915)
7013;7014;FT;22.894487;LINESTRING(37.663715 55.738228,37.663687 55.738213,37.663416 55.738110)
2093;2091;FT;10.684742;LINESTRING(37.652553 55.753562,37.652482 55.753543,37.652397 55.753521)
12706;12708;FT;26.841318;LINESTRING(37.642988 55.735001,37.642943 55.735114,37.642888 55.735236)
6478;6476;FT;18.824731;LINESTRING(37.593526 55.760407,37.593600 55.760306,37.593641 55.760250)
14590;12874;FT;7.002321;LINESTRING(37.674337 55.772103,37.674315 55.772128,37.674371 55.772144)
14362;14363;FT;2.501781;LINESTRING(37.629775 55.752814,37.629757 55.752815,37.629736 55.752817)
19284;19282;FT;53.644438;LINESTRING(37.599807 55.774116,37.599934 55.774052,37.600443 55.773793)
8667;8668;FT;7.346669;LINESTRING(37.646187 55.760321,37.646084 55.760321,37.646069 55.760321)
3597;3595;FT;39.795290;LINESTRING(37.626415 55.747933,37.626431 55.747974,37.626555 55.748282)
24715;24716;FT;36.350460;LINESTRING(37.672248 55.771616,37.672482 55.771766,37.672630 55.771862)
17070;404;FT;37.481292;LINESTRING(37.613560 55.773563,37.613409 55.773545,37.612965 55.773532)
4922;4923;FT;7.203329;LINESTRING(37.574585 55.752476,37.574638 55.752465,37.574685 55.752446)
25175;25177;FT;12.687686;LINESTRING(37.621199 55.743906,37.621215 55.743877,37.621258 55.743797)
23418;23416;FT;120.029090;LINESTRING(37.683200 55.768841,37.682021 55.768770,37.681292 55.768724)
8882;8880;FT;9.227133;LINESTRING(37.686804 55.762332,37.686819 55.762289,37.686823 55.762250)
12060;4578;FT;21.712972;LINESTRING(37.634025 55.744085,37.634089 55.744122,37.634265 55.744226)
12060;24675;FT;7.156425;LINESTRING(37.634025 55.744085,37.634089 55.744122,37.634074 55.744131)
10586;23575;FT;18.113111;LINESTRING(37.585434 55.758764,37.585334 55.758788,37.585166 55.758826)
10421;11924;FT;10.742123;LINESTRING(37.653190 55.740312,37.653259 55.740280,37.653340 55.740281)
18180;18182;FT;47.023611;LINESTRING(37.587245 55.759152,37.587700 55.759076,37.587965 55.759031)
19702;19704;FT;24.988020;LINESTRING(37.655494 55.754626,37.655842 55.754689,37.655874 55.754694)
8350;14620;FT;40.189105;LINESTRING(37.677352 55.743305,37.677171 55.743361,37.677363 55.743581)
2522;2523;FT;80.765044;LINESTRING(37.672464 55.744494,37.671627 55.744450,37.671178 55.744434)
22635;22636;FT;15.295442;LINESTRING(37.640163 55.769245,37.640258 55.769193,37.640338 55.769149)
8878;8876;FT;20.621102;LINESTRING(37.686825 55.762162,37.686823 55.762113,37.686800 55.761977)
23480;23481;FT;2.304050;LINESTRING(37.623456 55.766714,37.623452 55.766704,37.623451 55.766694)
19053;19051;FT;24.079390;LINESTRING(37.601714 55.743962,37.601823 55.744059,37.601922 55.744144)
3460;3458;FT;25.637372;LINESTRING(37.651426 55.747072,37.651494 55.747203,37.651539 55.747294)
10108;10109;FT;26.693369;LINESTRING(37.600570 55.745876,37.600515 55.745962,37.600425 55.746101)
16136;16137;FT;25.464589;LINESTRING(37.604875 55.768940,37.604911 55.768945,37.605273 55.768989)
7213;7214;FT;54.088470;LINESTRING(37.585131 55.747202,37.585222 55.747083,37.585472 55.746755)
16257;23062;FT;11.373067;LINESTRING(37.588350 55.767220,37.588304 55.767257,37.588244 55.767303)
15938;15939;FT;0.869362;LINESTRING(37.584807 55.737956,37.584805 55.737960,37.584802 55.737963)
4962;4963;FT;59.140301;LINESTRING(37.583398 55.755053,37.583363 55.754847,37.583344 55.754522)
4325;4323;FT;2.793324;LINESTRING(37.674475 55.757621,37.674494 55.757627,37.674517 55.757627)
10809;10810;FT;28.181971;LINESTRING(37.584269 55.752666,37.584025 55.752666,37.583819 55.752665)
10809;4964;FT;17.026804;LINESTRING(37.584269 55.752666,37.584025 55.752666,37.583998 55.752671)
4180;18292;FT;16.493798;LINESTRING(37.656286 55.764071,37.656427 55.764103,37.656528 55.764130)
4180;20795;FT;11.675138;LINESTRING(37.656286 55.764071,37.656427 55.764103,37.656413 55.764121)
1505;1506;FT;45.221365;LINESTRING(37.632947 55.767323,37.633467 55.767255,37.633650 55.767230)
12003;12005;FT;28.087098;LINESTRING(37.632290 55.735823,37.632455 55.735663,37.632515 55.735605)
7476;7478;FT;12.326443;LINESTRING(37.617680 55.769217,37.617668 55.769176,37.617642 55.769109)
24110;24111;FT;3.242996;LINESTRING(37.622524 55.753613,37.622512 55.753600,37.622509 55.753585)
10088;10089;FT;22.960935;LINESTRING(37.568705 55.759998,37.568600 55.759870,37.568551 55.759811)
2412;2413;FT;71.560115;LINESTRING(37.650744 55.745663,37.650680 55.745670,37.649617 55.745773)
2412;3468;FT;6.999393;LINESTRING(37.650744 55.745663,37.650680 55.745670,37.650693 55.745695)
4386;4387;FT;32.389065;LINESTRING(37.672851 55.752362,37.672981 55.752505,37.673072 55.752626)
19046;19048;FT;8.804742;LINESTRING(37.602126 55.744310,37.602064 55.744262,37.602043 55.744246)
1417;1415;FT;49.785821;LINESTRING(37.628940 55.760192,37.629139 55.760302,37.629517 55.760501)
22868;22869;FT;29.424850;LINESTRING(37.569745 55.735807,37.569879 55.735879,37.570117 55.735967)
16128;16129;FT;18.607569;LINESTRING(37.602850 55.768457,37.603045 55.768545,37.603083 55.768560)
11845;11846;FT;11.227043;LINESTRING(37.640586 55.746940,37.640635 55.746892,37.640675 55.746853)
16409;16407;FT;55.289537;LINESTRING(37.568894 55.771068,37.568817 55.771041,37.568135 55.770813)
7126;7060;FT;8.431083;LINESTRING(37.662828 55.742621,37.662855 55.742588,37.662918 55.742604)
7126;7128;FT;8.458935;LINESTRING(37.662828 55.742621,37.662855 55.742588,37.662877 55.742550)
24163;24164;FT;5.231105;LINESTRING(37.655130 55.746125,37.655114 55.746109,37.655095 55.746083)
5264;5266;FT;32.066516;LINESTRING(37.590482 55.743408,37.590216 55.743221,37.590161 55.743183)
17880;17881;FT;40.666854;LINESTRING(37.563384 55.736249,37.563559 55.736358,37.563804 55.736528)
21839;21840;FT;11.268163;LINESTRING(37.630999 55.757033,37.631126 55.757089,37.631140 55.757096)
16749;16743;FT;30.511801;LINESTRING(37.645492 55.772871,37.645797 55.772758,37.645902 55.772722)
18455;18453;FT;77.859758;LINESTRING(37.675140 55.737664,37.675918 55.737257,37.676031 55.737177)
8898;8896;FT;34.209951;LINESTRING(37.670657 55.729005,37.670480 55.729245,37.670423 55.729281)
16911;16909;FT;17.795004;LINESTRING(37.629419 55.753215,37.629498 55.753095,37.629512 55.753064)
9708;9709;FT;59.701481;LINESTRING(37.630914 55.733211,37.630840 55.733196,37.630036 55.733001)
12199;12197;FT;15.049810;LINESTRING(37.605287 55.738441,37.605335 55.738479,37.605425 55.738551)
22363;22364;FT;2.668936;LINESTRING(37.624490 55.751498,37.624501 55.751509,37.624514 55.751517)
5779;5781;FT;38.229389;LINESTRING(37.681361 55.771697,37.681601 55.771820,37.681817 55.771926)
5469;5471;FT;5.260206;LINESTRING(37.592608 55.750340,37.592591 55.750362,37.592576 55.750384)
19725;19726;FT;32.404533;LINESTRING(37.651070 55.749779,37.650760 55.749756,37.650558 55.749739)
9044;9042;FT;47.683015;LINESTRING(37.686256 55.735142,37.686081 55.734822,37.686029 55.734733)
19283;19285;FT;15.789139;LINESTRING(37.599807 55.774116,37.599679 55.774180,37.599617 55.774210)
23526;23527;FT;4.545053;LINESTRING(37.623418 55.766943,37.623414 55.766968,37.623403 55.766982)
24664;3537;FT;23.699568;LINESTRING(37.635120 55.744679,37.635349 55.744817,37.635377 55.744835)
1689;1690;FT;18.981059;LINESTRING(37.597162 55.751674,37.597156 55.751706,37.597111 55.751843)
12008;12006;FT;22.894557;LINESTRING(37.632699 55.735426,37.632575 55.735546,37.632515 55.735605)
17959;17960;FT;84.966434;LINESTRING(37.575891 55.749105,37.575934 55.748740,37.575958 55.748342)
946;947;FT;16.026370;LINESTRING(37.624401 55.767970,37.624194 55.767993,37.624150 55.767999)
10694;10696;FT;4.517908;LINESTRING(37.661897 55.731185,37.661905 55.731154,37.661906 55.731145)
15701;15702;FT;5.615417;LINESTRING(37.602307 55.753773,37.602307 55.753756,37.602306 55.753723)
23969;23970;FT;34.053817;LINESTRING(37.613812 55.767761,37.613955 55.767601,37.614066 55.767490)
15906;15908;FT;35.076425;LINESTRING(37.680353 55.729062,37.680348 55.729086,37.680292 55.729375)
21263;21264;FT;8.324144;LINESTRING(37.675454 55.748139,37.675380 55.748158,37.675343 55.748179)
1682;1683;FT;7.783624;LINESTRING(37.610595 55.752311,37.610582 55.752351,37.610559 55.752377)
4169;4170;FT;16.210196;LINESTRING(37.624632 55.746715,37.624644 55.746620,37.624649 55.746570)
20268;20269;FT;5.617647;LINESTRING(37.595161 55.737116,37.595198 55.737135,37.595236 55.737140)
25410;13208;FT;9.665200;LINESTRING(37.686428 55.772442,37.686455 55.772400,37.686462 55.772358)
2328;2329;FT;55.021676;LINESTRING(37.663686 55.732427,37.664384 55.732554,37.664521 55.732580)
15652;15653;FT;15.209282;LINESTRING(37.605839 55.749957,37.605970 55.749920,37.606055 55.749895)
24975;24976;FT;26.650118;LINESTRING(37.637409 55.756873,37.637762 55.756846,37.637831 55.756841)
8135;8136;FT;8.404066;LINESTRING(37.612866 55.747865,37.612789 55.747858,37.612733 55.747858)
3185;3187;FT;42.501184;LINESTRING(37.593104 55.763263,37.592956 55.763194,37.592581 55.763019)
25585;1060;FT;33.491027;LINESTRING(37.611287 55.770654,37.611372 55.770564,37.611539 55.770388)
25585;14811;FT;18.720511;LINESTRING(37.611287 55.770654,37.611372 55.770564,37.611476 55.770596)
6772;6773;FT;4.679310;LINESTRING(37.634850 55.759386,37.634836 55.759381,37.634786 55.759365)
20279;20277;FT;17.176127;LINESTRING(37.664373 55.752686,37.664460 55.752707,37.664625 55.752748)
22942;22943;FT;14.390208;LINESTRING(37.615831 55.757298,37.615909 55.757332,37.615999 55.757386)
10055;11643;FT;4.551779;LINESTRING(37.652082 55.742978,37.652089 55.742956,37.652102 55.742939)
1517;1515;FT;34.642929;LINESTRING(37.658755 55.762187,37.658426 55.762141,37.658218 55.762110)
16274;16275;FT;39.102036;LINESTRING(37.567649 55.727957,37.567378 55.727880,37.567094 55.727795)
11643;11644;FT;9.941442;LINESTRING(37.652102 55.742939,37.652114 55.742922,37.652162 55.742856)
8870;16727;FT;17.308549;LINESTRING(37.686131 55.759840,37.686077 55.759872,37.685921 55.759941)
4790;4788;FT;18.653904;LINESTRING(37.625631 55.736546,37.625630 55.736514,37.625623 55.736379)
15244;9205;FT;15.030958;LINESTRING(37.691390 55.754990,37.691433 55.755021,37.691560 55.755085)
15244;15242;FT;32.004360;LINESTRING(37.691390 55.754990,37.691433 55.755021,37.691685 55.755225)
9863;9864;FT;2.949562;LINESTRING(37.594242 55.735021,37.594237 55.735034,37.594226 55.735046)
1155;1157;FT;21.039537;LINESTRING(37.638163 55.774524,37.638155 55.774394,37.638151 55.774335)
6887;6889;FT;10.242258;LINESTRING(37.606997 55.759322,37.607015 55.759317,37.607122 55.759264)
24698;24699;FT;19.200859;LINESTRING(37.636295 55.730797,37.636312 55.730772,37.636417 55.730639)
22865;22866;FT;5.409942;LINESTRING(37.569369 55.735595,37.569390 55.735607,37.569429 55.735630)
21274;20152;FT;16.009129;LINESTRING(37.599532 55.741280,37.599552 55.741342,37.599512 55.741420)
9978;9979;FT;14.221682;LINESTRING(37.598236 55.757695,37.598090 55.757724,37.598019 55.757733)
14109;13619;FT;11.235150;LINESTRING(37.611850 55.745657,37.611845 55.745631,37.611934 55.745576)
14109;23683;FT;10.266520;LINESTRING(37.611850 55.745657,37.611845 55.745631,37.611759 55.745586)
14109;8502;FT;14.404091;LINESTRING(37.611850 55.745657,37.611845 55.745631,37.611988 55.745695)
9297;9295;FT;42.801880;LINESTRING(37.567940 55.755001,37.568112 55.755296,37.568155 55.755367)
3307;3308;FT;27.225335;LINESTRING(37.645999 55.754429,37.645716 55.754449,37.645567 55.754460)
22852;22853;FT;9.105341;LINESTRING(37.564970 55.731810,37.564946 55.731841,37.564932 55.731889)
21739;21741;FT;38.311399;LINESTRING(37.669445 55.771496,37.669878 55.771447,37.670045 55.771427)
21576;21578;FT;41.788889;LINESTRING(37.660208 55.729333,37.660057 55.729510,37.659939 55.729676)
3674;3675;FT;53.745803;LINESTRING(37.630859 55.746027,37.630680 55.746049,37.630021 55.746133)
12996;12994;FT;19.282497;LINESTRING(37.654085 55.747400,37.654043 55.747256,37.654035 55.747229)
13679;13680;FT;11.053866;LINESTRING(37.569109 55.745000,37.569168 55.745058,37.569212 55.745079)
13679;23374;FT;17.506300;LINESTRING(37.569109 55.745000,37.569168 55.745058,37.569329 55.745055)
20049;20047;FT;40.663584;LINESTRING(37.582215 55.770268,37.582327 55.770356,37.582592 55.770566)
24101;19396;FT;2.907517;LINESTRING(37.646465 55.759121,37.646457 55.759133,37.646450 55.759146)
10146;10144;FT;39.617772;LINESTRING(37.689845 55.756561,37.690299 55.756372,37.690356 55.756350)
16010;16008;FT;10.024832;LINESTRING(37.623870 55.754246,37.623963 55.754289,37.623996 55.754301)
9071;9048;FT;11.469397;LINESTRING(37.684196 55.737792,37.684209 55.737836,37.684227 55.737893)
9071;14388;FT;120.103750;LINESTRING(37.684196 55.737792,37.684209 55.737836,37.686019 55.737651)
14623;14624;FT;13.104513;LINESTRING(37.678453 55.744659,37.678554 55.744747,37.678566 55.744758)
9595;9597;FT;37.063436;LINESTRING(37.661589 55.762746,37.661884 55.762658,37.662116 55.762595)
20520;20518;FT;7.399190;LINESTRING(37.600510 55.744318,37.600474 55.744305,37.600408 55.744284)
21337;21335;FT;33.128908;LINESTRING(37.586708 55.757414,37.586283 55.757575,37.586268 55.757581)
19998;19996;FT;19.117546;LINESTRING(37.608537 55.748179,37.608406 55.748069,37.608367 55.748036)
13365;3519;FT;7.699979;LINESTRING(37.665529 55.748341,37.665485 55.748339,37.665412 55.748356)
2597;2595;FT;13.611653;LINESTRING(37.609441 55.747352,37.609386 55.747306,37.609320 55.747250)
11315;11316;FT;41.063420;LINESTRING(37.639308 55.771749,37.638992 55.771844,37.638725 55.771918)
13377;13375;FT;14.405113;LINESTRING(37.662940 55.752328,37.662998 55.752343,37.663150 55.752382)
25118;23545;FT;3.988671;LINESTRING(37.624099 55.729694,37.624110 55.729687,37.624146 55.729670)
16628;16360;FT;82.846284;LINESTRING(37.573948 55.731460,37.573989 55.731435,37.573147 55.730905)
16628;16359;FT;63.165628;LINESTRING(37.573948 55.731460,37.573989 55.731435,37.574623 55.731833)
15941;15942;FT;0.863567;LINESTRING(37.584786 55.737975,37.584781 55.737978,37.584775 55.737980)
7079;7080;FT;13.042369;LINESTRING(37.666885 55.744251,37.667002 55.744324,37.667026 55.744338)
13813;13814;FT;8.333861;LINESTRING(37.573922 55.752708,37.573896 55.752681,37.573846 55.752647)
21243;21244;FT;61.548615;LINESTRING(37.627343 55.774599,37.627265 55.774327,37.627170 55.774054)
1435;1437;FT;30.795402;LINESTRING(37.637066 55.771655,37.636971 55.771447,37.636945 55.771387)
5846;5844;FT;16.757524;LINESTRING(37.644372 55.752986,37.644397 55.752896,37.644416 55.752837)
5575;5556;FT;6.203044;LINESTRING(37.593036 55.755742,37.593058 55.755765,37.593106 55.755753)
5575;5576;FT;6.561835;LINESTRING(37.593036 55.755742,37.593058 55.755765,37.593088 55.755794)
7930;7931;FT;6.518219;LINESTRING(37.593949 55.735340,37.593954 55.735310,37.593945 55.735282)
1869;1870;FT;39.255540;LINESTRING(37.614509 55.761421,37.614382 55.761560,37.614221 55.761735)
12641;12639;FT;18.919519;LINESTRING(37.589609 55.757854,37.589678 55.757844,37.589906 55.757824)
942;943;FT;16.850033;LINESTRING(37.625734 55.767861,37.625512 55.767865,37.625465 55.767867)
16659;24356;FT;56.493410;LINESTRING(37.569806 55.733523,37.570273 55.733803,37.570424 55.733894)
4763;4765;FT;18.192927;LINESTRING(37.625543 55.733001,37.625556 55.733093,37.625560 55.733164)
4763;7657;FT;13.801740;LINESTRING(37.625543 55.733001,37.625556 55.733093,37.625501 55.733097)
17609;17607;FT;6.009503;LINESTRING(37.574532 55.773011,37.574475 55.773010,37.574436 55.773008)
19790;19791;FT;18.498660;LINESTRING(37.654974 55.740730,37.654900 55.740846,37.654876 55.740887)
24088;24089;FT;15.820866;LINESTRING(37.648125 55.755337,37.648082 55.755213,37.648074 55.755198)
6407;6408;FT;11.285712;LINESTRING(37.621501 55.734209,37.621505 55.734161,37.621509 55.734108)
497;498;FT;27.026513;LINESTRING(37.683607 55.759665,37.683727 55.759722,37.683925 55.759830)
21216;21214;FT;48.966517;LINESTRING(37.689772 55.774112,37.690054 55.773995,37.690405 55.773853)
24794;24795;FT;1.773152;LINESTRING(37.653653 55.756319,37.653656 55.756326,37.653654 55.756335)
15552;15548;FT;3.550273;LINESTRING(37.635930 55.753439,37.635941 55.753424,37.635950 55.753409)
5168;5169;FT;19.734027;LINESTRING(37.592509 55.747316,37.592275 55.747292,37.592199 55.747284)
5168;5190;FT;22.268084;LINESTRING(37.592509 55.747316,37.592275 55.747292,37.592266 55.747358)
7505;7503;FT;29.330038;LINESTRING(37.617976 55.768715,37.617629 55.768849,37.617589 55.768865)
1301;1302;FT;19.588801;LINESTRING(37.623589 55.765577,37.623588 55.765489,37.623591 55.765401)
11429;7103;FT;20.952355;LINESTRING(37.668156 55.745809,37.668147 55.745971,37.668150 55.745997)
18484;20497;FT;29.303741;LINESTRING(37.657598 55.756062,37.657622 55.756152,37.657664 55.756323)
3956;3958;FT;29.084009;LINESTRING(37.674000 55.766462,37.674249 55.766510,37.674440 55.766546)
11311;11312;FT;65.112963;LINESTRING(37.643086 55.770607,37.642511 55.770789,37.642174 55.770889)
7945;7946;FT;30.511384;LINESTRING(37.588919 55.732565,37.588897 55.732578,37.588597 55.732771)
22290;22297;FT;139.961430;LINESTRING(37.664493 55.736156,37.665657 55.735487,37.666047 55.735252)
18122;16197;FT;21.275808;LINESTRING(37.577613 55.742386,37.577701 55.742383,37.577767 55.742520)
18122;16198;FT;18.330732;LINESTRING(37.577613 55.742386,37.577701 55.742383,37.577642 55.742273)
6105;6106;FT;6.289373;LINESTRING(37.662109 55.750526,37.662084 55.750552,37.662066 55.750577)
6103;6104;FT;6.418788;LINESTRING(37.662186 55.750420,37.662169 55.750449,37.662151 55.750474)
13982;13984;FT;21.971252;LINESTRING(37.679956 55.763077,37.679777 55.763095,37.679610 55.763113)
15802;15804;FT;6.970862;LINESTRING(37.598354 55.753071,37.598357 55.753043,37.598363 55.753009)
10484;10482;FT;13.134246;LINESTRING(37.579272 55.764967,37.579258 55.764955,37.579162 55.764866)
3149;3150;FT;11.730707;LINESTRING(37.588404 55.762237,37.588398 55.762227,37.588344 55.762137)
18573;18575;FT;23.017203;LINESTRING(37.692832 55.769193,37.692636 55.769286,37.692545 55.769322)
4914;4915;FT;19.048206;LINESTRING(37.575183 55.751928,37.575166 55.752011,37.575151 55.752099)
22393;22394;FT;18.818349;LINESTRING(37.581776 55.746359,37.581695 55.746302,37.581580 55.746231)
19219;19217;FT;10.391703;LINESTRING(37.649387 55.743068,37.649445 55.742997,37.649456 55.742983)
3693;3694;FT;14.060710;LINESTRING(37.635042 55.744346,37.635126 55.744281,37.635170 55.744242)
4407;4408;FT;20.507105;LINESTRING(37.673669 55.759179,37.673821 55.759186,37.673997 55.759182)
566;567;FT;17.748646;LINESTRING(37.604806 55.772455,37.604932 55.772484,37.605071 55.772513)
2076;2078;FT;6.890253;LINESTRING(37.650056 55.753065,37.650071 55.753067,37.650162 55.753081)
17765;17766;FT;24.620273;LINESTRING(37.598692 55.770774,37.598521 55.770708,37.598370 55.770646)
15988;15986;FT;8.139355;LINESTRING(37.573404 55.740740,37.573436 55.740791,37.573447 55.740809)
2470;2468;FT;87.091538;LINESTRING(37.679492 55.737171,37.679524 55.736885,37.679571 55.736389)
